2,1529010522952.466,2.708222,97.305051,74.531221,92.930962,-1.225772,0.002629,0.548265,-0.901002,0.314283,-1.272755,0.79,0.7,0.3
1,7210875750525.144,3.679103,18.365309,90.748079,64.615441,1.797743,0.434582,-1.783387,0.845422,0.435512,0.374927,0.9102142959125692,0.9100122632332728,0.7171551705815428
2,5027426742177.229,3.315875,21.754191,37.176427,60.107407,-0.61496,0.844131,1.095594,1.195639,-1.965377,0.936903,0.79,0.7,0.3
0,2184693766011.7012,2.367737,36.089567,-12.204907,-27.314939,0.740076,-1.152509,-1.585618,1.738673,-0.883584,1.047338,0.5211023587471432,0.2128886574933032,0.2716699596871692
1,4792009436019.738,0.62622,32.475685,66.616396,-98.565278,-1.407886,0.855996,1.986997,-0.212067,1.195744,-0.379165,0.5898942386382797,0.5887485181278743,0.6259389944062344
2,2175196460467.7056,2.70152,-49.735578,16.720085,84.522611,0.670176,-0.218902,-0.907667,-0.85497,-1.384547,0.086913,0.79,0.7,0.3
0,9113665383912.242,3.808622,-48.015656,-0.529374,99.750094,-1.78298,-1.37415,-0.382972,0.724833,1.673455,0.840521,0.091468202467891,0.8560331775218608,0.5346544047592148
2,9517973178549.426,0.782925,91.510648,-85.125355,24.873507,0.990144,0.706851,-1.635496,-0.36478,0.872456,-0.028851,0.79,0.7,0.3
1,3990284617633.6367,2.943874,-1.99171,66.805577,73.958236,-1.905449,0.305889,1.548548,-1.683452,1.948688,1.574587,0.3190293068061394,0.3487779497847009,0.6974748780930825
0,4101684987257.51,3.138166,66.496602,-88.228688,-2.49052,0.196186,-1.257583,-0.168736,-1.537091,-0.977638,1.835202,0.2633697339377341,0.6953354962888364,0.3650136025906666
1,9269692626938.7,2.198888,84.673534,-4.234673,-85.985743,1.377472,-1.824422,-1.405538,1.358924,0.60019,0.960797,0.12255586725067169,0.08680733264660812,0.44721202640754354
1,5465334508323.615,2.860249,-63.432198,18.910857,29.170365,0.380888,-1.252786,1.306645,-1.899787,1.244784,0.534894,0.5679709842913961,0.5884115935205873,0.328646490033328
2,9273446808837.574,2.658182,96.496136,-25.072411,77.959088,-1.612034,0.121625,-0.256461,1.139157,1.729645,-1.797374,0.79,0.7,0.3
2,3451642419180.9126,2.436404,-74.515002,84.965175,0.067436,1.377468,-0.447657,1.267768,1.504092,0.468376,-1.571715,0.79,0.7,0.3
2,7358775459463.896,2.583235,72.631962,20.630302,41.393243,-1.128241,-0.701086,-0.591549,-0.964564,0.990235,0.579223,0.79,0.7,0.3
0,2703363015860.812,0.597961,-99.70305,-32.818132,-74.058774,0.79374,0.876058,1.185439,-0.595097,-0.059289,1.814416,0.5742008610029395,0.2677249665896654,0.9643254868954654
2,7448496121397.7,3.941705,-27.40707,-28.339194,-14.823654,-0.215034,-0.864633,1.822409,1.677486,1.076856,1.494237,0.79,0.7,0.3
2,3914765982337.63,2.311144,70.907471,89.85395,-53.435101,1.600596,-0.787501,0.629814,-0.631273,1.489449,-0.315345,0.79,0.7,0.3
1,3826387475612.5015,1.760968,-77.907563,-69.914312,88.082594,1.256642,1.360283,0.951913,1.128855,-0.90232,-0.182549,0.9909230826724321,0.703953594898818,0.4894639346509293
2,4234695136879.1987,1.904498,-47.177125,47.906101,79.238502,-1.939615,0.521349,1.429616,-1.160543,-1.601551,-1.441336,0.79,0.7,0.3
0,3437204274550.4214,2.715381,-1.122974,98.965757,-89.996779,-1.127904,1.230613,-1.307406,1.10078,0.715156,-0.210877,0.5019512521753345,0.7387277327955601,0.673881192052723
0,8615932191437.424,3.284601,81.36534,-99.118047,-46.736961,-1.136125,-0.638059,0.130993,-0.460263,-1.84801,-1.172791,0.9520537253638806,0.09008137330790833,0.22116112484980577
0,7252853125731.176,2.997781,-26.602104,-27.855772,-22.324873,1.140031,-0.871124,-0.710109,0.959893,-0.66595,0.03842,0.5677018283639477,0.8467592204247497,0.008074930819388149
1,4257797750951.2236,3.159048,-30.774807,-82.116432,-62.810177,-1.36893,-0.016389,-0.341577,-1.930559,-1.922496,1.166739,0.7723407039650696,0.7637022758239508,0.5293913795075773
0,5783470033012.688,3.862534,-1.932339,-60.236922,-51.018661,0.3866,-1.116638,-1.988934,1.919519,-0.809606,-0.877055,0.3185717912486491,0.438505021217541,0.16240289049859413
1,3975056984065.3887,1.597181,-29.231156,-99.516755,87.159446,-1.799247,0.434369,1.271951,0.552291,0.751145,-1.778043,0.1957563797177938,0.7458053074133415,0.3870557464778577
0,2689392871728.4014,0.48331,-18.039135,92.660754,98.545105,1.46838,1.17893,0.116753,-0.274232,-0.169292,0.800547,0.8017805491001792,0.7876015236891171,0.23258971697774966
0,5182001228455.442,2.682578,-26.129997,65.516684,-9.83199,1.977276,-0.552277,-1.683784,0.589496,1.493976,-1.282467,0.560971298990816,0.9728599698332664,0.4062527407395199
1,8430331391989.999,3.069438,-31.648381,18.175569,-26.652081,-1.685672,0.773283,-0.71076,-1.989797,1.228061,0.802937,0.25465900566664224,0.262773474741827,0.7846653431805937
0,1658195567863.1013,3.437998,0.039623,-10.518102,-93.217675,-1.50065,0.045437,-1.782724,0.202132,0.380759,-0.050012,0.8795998527288271,0.991503931979031,0.29693636063867823
1,2758442445231.682,0.24184,-26.168215,12.663605,-88.078601,0.867839,-0.574166,1.3261,-1.484741,0.120479,-0.992844,0.06439054400241395,0.045189700329291815,0.3421829483753396
1,5406933259030.414,1.282451,-6.728201,78.853236,-66.973405,0.106556,-0.546123,1.88182,0.786639,-0.479383,-0.314151,0.29672017096862124,0.38324053024705984,0.7351145052568481
1,7886594143924.728,3.821735,28.720522,-50.887269,-87.528199,0.358865,1.480487,-1.97247,1.938268,0.183817,-0.800194,0.6603645517323742,0.21874436243711415,0.5456564758449097
1,1196292499842.9824,3.864677,26.725986,-54.164721,60.585613,1.757193,-0.976777,-1.029811,-0.942295,-0.820867,-0.356801,0.23244914824925,0.9825257768770299,0.6365791409159687
0,2055846628067.448,2.897622,-50.347752,-6.42527,51.754691,0.160513,-1.199024,0.642729,0.128952,0.19231,-1.419192,0.7984075098542018,0.19695473018094767,0.5427051982365646
1,4431786143126.086,0.670258,58.507153,-46.937078,4.271454,-1.869879,-1.570559,-1.582585,-0.682681,-1.191627,-1.309783,0.3832084371359581,0.5769869897056484,0.26972642424884397
1,2114577161990.686,1.025501,56.856914,84.450069,-83.830648,-0.393134,1.386958,1.238825,-1.915356,1.050114,-1.517967,0.7739431855422609,0.3529737282071851,0.06386744961086854
1,1486215454125.5024,2.708988,-82.760191,-87.362979,22.062404,1.300095,-0.940255,-0.872596,0.9534,-0.402256,-1.266712,0.9189757256988861,0.2379779443384482,0.84455229985743
0,8184414888892.373,3.74106,44.128204,78.674117,90.125622,-1.25681,0.355914,-1.537774,-1.432882,-0.321773,0.843116,0.6264442185282234,0.5085057505886568,0.1817645785828964
1,8491470942755.638,3.703996,-13.717667,31.589042,62.264635,1.362287,-1.939345,1.498475,0.808508,0.163053,1.185791,0.23481470957733697,0.5369530882378216,0.3013461491320121
0,1683154226205.9326,3.819792,12.164548,10.471737,-66.086327,-0.25202,1.998604,-0.577619,1.160006,1.011885,1.811372,0.9624451629887546,0.4270850826376785,0.03847034740505084
0,6935553825820.815,1.781238,-37.545274,72.461494,49.119814,-1.089137,-0.742205,1.988839,-0.254186,1.949164,-0.626977,0.04751912200560526,0.01855294006958963,0.7320357411908778
0,3317169337981.5747,2.905996,-67.716276,-87.832213,59.659171,-1.891365,1.826912,0.983115,-0.517197,-1.364649,1.001227,0.30792350248272804,0.8339698671176703,0.8368359801147282
1,9649788556340.74,2.975136,-71.646335,27.569756,88.393229,1.769198,1.878949,1.603029,1.74899,-1.154206,-0.466131,0.37968674742888464,0.9513714075208755,0.2226262929701509
0,6349063619781.342,0.755363,56.155342,83.261464,4.278033,-0.964401,0.302901,-1.509793,-0.574606,-0.127343,0.681397,0.21416309284604929,0.21733234369513343,0.2500815083276635
0,5858161601775.806,2.26561,-56.946014,91.856617,45.222436,0.705406,1.23051,-1.265126,-0.047379,1.265628,-1.909606,0.1635566876496629,0.007215715369972453,0.8903774940837067
0,4660621419643.928,1.247702,17.269234,39.878471,82.964112,-0.473495,1.691348,1.093287,0.079977,-0.423037,0.73244,0.5872932934911684,0.8373346262240361,0.7483343677246252
1,4774220597377.316,3.523228,73.910319,23.513627,-61.134136,-0.494339,0.525127,-1.61342,0.617791,0.220691,-1.034193,0.12693100976051297,0.07524061452634878,0.47356349735164105
1,9398296349141.918,0.444748,-69.813237,-16.318278,-93.98621,0.408943,1.915563,1.959832,-0.986991,-1.793693,1.672999,0.20226833507314057,0.6412272972696401,0.867128139590896
0,4282418846744.4795,3.174494,-4.057452,-95.711945,81.235739,1.24327,-0.534279,1.073481,0.016447,1.917511,-1.080347,0.6291670908699014,0.992765950131916,0.24255399386563503
0,9338015628968.21,1.587025,96.444904,7.220665,69.951793,0.634989,1.575796,-1.57686,0.124748,1.376868,-1.355951,0.564065753915851,0.4541839352539567,0.9237453978782655
0,868734122501.1335,3.483363,31.439049,60.150613,23.459664,-1.462213,-1.51097,0.916901,-0.127694,-1.505228,0.742788,0.08832314335438163,0.6594699636122401,0.475544557840212
0,3340007969387.005,1.839407,-21.499186,37.788904,91.78119,-0.136528,0.143521,-0.006307,-1.81188,-1.82999,-1.338623,0.0011597041463667912,0.16477630039608526,0.7205833568004492
0,7111305422075.593,2.24817,33.20745,34.750002,-71.298033,-1.317186,0.6598,-1.351779,-0.094502,1.048958,0.279095,0.0965793496041818,0.974332843086339,0.05857038156975536
1,2424734180472.36,2.181962,-59.174365,-36.769375,76.726845,-1.282908,-1.835476,-1.986233,-1.462533,-1.07656,-1.739584,0.06403606813172147,0.0983838912971795,0.010764580960973213
1,686191345215.0144,0.118861,-51.777317,-83.391196,-48.82383,0.89915,0.456693,1.422494,-1.607069,0.523522,0.212133,0.001145623521302097,0.30878815829058537,0.7133858639670959
1,9692092911002.002,1.916047,54.88688,-40.571547,-31.04936,1.187529,-0.15995,0.76958,-0.699889,0.626158,-1.39188,0.13548088193385432,0.7030310081949832,0.8927559051395217
0,5848569750733.715,2.80523,-27.933032,53.880841,-96.632298,0.315462,-1.899355,-0.563376,1.464235,-0.164326,1.6862,0.8541042414729574,0.6953738696486707,0.38429973118428584
0,1303708980802.667,3.228543,18.162284,17.444228,44.121778,-0.143038,-1.53023,-1.847516,-0.459272,0.084812,0.375801,0.7333202757250253,0.10581108829795904,0.45356164825355016
0,3046326550048.631,3.124199,-53.243,94.835607,13.489355,-1.354755,0.073604,-1.244939,0.782237,0.532438,1.186532,0.11903514743489518,0.8487072325124003,0.4742431676548392
1,7996183619897.342,0.313953,-3.139847,3.191955,66.185432,-0.063631,1.693171,-0.66831,-1.969371,-0.447986,-1.889385,0.08071206285828714,0.4511649600025349,0.07420308608243031
0,7437021124704.412,1.316442,87.518699,80.549123,-28.883626,0.552433,0.006396,0.158233,1.616551,1.127351,-0.60149,0.37156717778762327,0.34882842272468884,0.12637305869587356
0,1665873280376.5393,0.426127,-29.812454,86.087481,53.805363,1.293708,1.921704,1.303918,1.600566,-0.868482,-1.932063,0.4704099282941746,0.8762443965195253,0.40125917249492316
1,7931429733591.519,2.364015,-33.352185,13.709572,-21.653009,0.761865,-0.012773,1.582962,-1.001125,-1.71423,-1.485553,0.6724148484391125,0.6218577061150393,0.13397823298145084
0,1766568398862.4937,2.232385,-89.309742,-21.514052,-29.286789,-1.442163,-1.690259,1.602002,0.853027,-0.817329,1.820162,0.41290526561189955,0.7597782785412727,0.6877294765906916
1,6854780775841.045,0.691776,-62.260177,52.92941,-65.42313,0.364518,1.002046,1.545218,-0.048832,-1.07471,-1.924326,0.16759934598804227,0.848370976248666,0.4288722102923421
0,762640991142.4708,3.860036,-39.69688,-91.064745,-8.962449,1.300467,1.654508,1.463365,0.637819,0.316572,0.704003,0.876108605597815,0.9002459688188401,0.9577482829468236
1,2909552376314.245,3.885573,85.875235,-22.038771,75.401887,0.535611,1.266612,0.436925,0.747614,0.906449,1.679726,0.4358668276104395,0.36578702627783244,0.8329839542367505
0,8703201821221.033,0.947143,-80.530834,-59.409013,-46.490416,1.9874,-0.259975,-0.277861,0.650498,-1.014053,-0.84543,0.7293697911680086,0.7838640067508452,0.02123459093769864
0,1783688847030.597,2.85521,-27.915624,37.892471,-30.079829,-0.529416,-0.79596,-0.884394,1.164064,-1.930981,-0.94559,0.3654956868488116,0.7732050090912468,0.7775464243507062
1,5736466251424.676,2.550794,-91.398069,43.657021,-39.992651,-0.40618,0.161374,-1.042831,-1.977214,-1.153752,-1.328276,0.13210629408288788,0.6106565120702869,0.40197435486926847
0,4284995530514.241,3.113361,-52.164971,-8.632431,-71.140373,-0.762034,-1.989406,-0.601757,-0.659642,1.187569,1.79959,0.6605003071504976,0.3537369060716741,0.4354795229793389
1,8525828360120.139,3.062907,73.954562,-39.801042,96.071074,0.356853,-1.882276,-0.577283,-1.591961,1.826995,-0.501404,0.014260707245115967,0.055017384414326354,0.6489529336291961
1,7949635283591.593,1.397151,-17.953573,76.602275,-77.679206,0.089504,-0.026843,-1.539412,-1.023379,1.802202,0.441469,0.3208046592148003,0.05139847093057792,0.18692834647163925
0,1172791628946.826,2.353559,97.973861,58.112917,64.434149,-0.925613,-0.662026,-0.207367,-1.267107,-0.113204,1.104768,0.8097093909818572,0.5675336983968243,0.34180011258539533
1,5644841668899.401,3.832126,22.76407,-41.397682,-54.37095,-0.54462,0.664027,-1.192048,-1.97326,1.790128,0.137289,0.7898490826921399,0.9740525623460462,0.6989905456226476
0,763796353372.3875,3.361603,37.75001,-30.365916,-64.892246,-0.874933,-1.130942,-0.929926,-1.774006,0.481608,-0.615116,0.8968941362164703,0.41807346633800446,0.15931153422731503
0,5781855197014.459,1.539746,64.323007,15.05965,-52.202764,1.225297,1.86729,-1.013094,-1.529112,-1.555753,1.028577,0.8004264781625117,0.10762256798213543,0.2705466072452707
